timestamp,headline,source,source_link,positive,neutral,negative
2021-03-02 08:00:00+00:00,Russia's February Oil Output Fell Despite OPEC+ Higher Quota - Bloomberg,Bloomberg,https://www.bloomberg.com,0.0006,0.0004,0.9995
2021-08-01 07:00:00+00:00,"Russia's Oil, Condensate Output Rises Amid Higher OPEC+ Quotas - Bloomberg",Bloomberg,https://www.bloomberg.com,0.0028,0.0002,0.9977
2021-01-11 08:00:00+00:00,Transit of Kazakh oil via Russia disrupted due to cold weather - S&P Global,S&P Global,https://www.spglobal.com,0.0073,0.0001,0.9917
2021-08-06 07:00:00+00:00,Russia now US' No. 2 oil supplier - Arkansas Online,Arkansas Online,https://www.arkansasonline.com,0.9956,0.0021,0.0005
2021-01-27 08:00:00+00:00,Saudi surprise output cut 'really helped' stabilize oil market: Russia's Dmitriev - S&P Global,S&P Global,https://www.spglobal.com,0.0048,0.0002,0.9942
2021-01-27 08:00:00+00:00,Ex-Russian oil tycoon: This is the price for opposing Putin - CNN,CNN,https://www.cnn.com,0.2211,0.0008,0.1478
2021-02-05 16:23:24+00:00,Russia Asks Dutch High Court to Toss $50B Award for Oil Shareholders - Courthouse News Service,Courthouse News Service,https://www.courthousenews.com,0.7695,0.0264,0.0009
2021-02-05 08:00:00+00:00,McCreath: Russia's Lukoil said to be circling Canada's oil patch - BNN,BNN,https://www.bnnbloomberg.ca,0.0042,0.0235,0.3278
2021-02-25 08:00:00+00:00,"High oil, weak rouble to boost Russian finances before election but pose inflation risks - Reuters.com",Reuters.com,https://www.reuters.com,0.0006,0.0003,0.9993
2021-01-13 08:00:00+00:00,Queen Elizabeth's new neighbor is a Russian oil tycoon - New York Post,New York Post,https://nypost.com,0.3397,0.5276,0.0002
2021-01-20 08:00:00+00:00,Saudi Arabia pips Russia to be China's biggest oil supplier in 2020 - Reuters.com,Reuters.com,https://www.reuters.com,0.0032,0.0002,0.9971
2021-03-05 08:00:00+00:00,Russia ETFs rally as oil price rises - MarketWatch,MarketWatch,https://www.marketwatch.com,0.9938,0.0004,0.0033
2021-01-14 08:00:00+00:00,Saudi cooperation with Russia in OPEC+ helped stabilize oil markets: foreign minister - S&P Global,S&P Global,https://www.spglobal.com,0.0198,0.0001,0.9824
2021-02-09 08:00:00+00:00,"IMF sees quick Russian oil output recovery once OPEC+ deal is done, urges investments - Reuters.com",Reuters.com,https://www.reuters.com,0.0009,0.0003,0.9991
2021-02-18 08:00:00+00:00,The Crazy Idea to Turn the Russia's Nuclear Submarines into Oil Tankers - The National Interest Online,The National Interest Online,https://nationalinterest.org,0.4239,0.002,0.0353
2021-02-19 08:00:00+00:00,Higher oil revenue gives Putin room to challenge Russian discontent - WorldOil,WorldOil,https://www.worldoil.com,0.0007,0.0003,0.9993
2021-02-19 08:00:00+00:00,Belarus to start oil product exports via Russia in March - S&P Global,S&P Global,https://www.spglobal.com,0.1385,0.0001,0.8724
2021-02-19 08:00:00+00:00,"Russia working on oil industry support after tax hikes, says deputy PM Novak - Reuters",Reuters,https://www.reuters.com,0.0006,0.0004,0.9994
2021-01-01 08:00:00+00:00,"Russian annual oil output falls for the first time since 2008 on OPEC+ deal, pandemic - Reuters",Reuters,https://www.reuters.com,0.0006,0.0004,0.9994
2021-01-26 08:00:00+00:00,Rosneft upbeat on huge Russian oil project despite headwinds - Upstream Online,Upstream Online,https://www.upstreamonline.com,0.8625,0.1333,0.0001
2021-01-05 08:00:00+00:00,Oil soars near $50 after OPEC and Russia agree to roll over production cuts - CNN,CNN,https://www.cnn.com,0.03,0.0001,0.9567
2021-01-05 08:00:00+00:00,Russian bank funds lion's share of Trafigura's $7B Rosneft oil deal - WorldOil,WorldOil,https://www.worldoil.com,0.0016,0.0002,0.9984
2021-03-12 08:00:00+00:00,Russia FM slams Houthi attacks on Saudi oil facilities - Middle East Monitor,Middle East Monitor,https://www.middleeastmonitor.com,0.0005,0.0005,0.9995
2021-05-02 07:00:00+00:00,RUSSIA DATA: April oil output up 2% on month to 10.46 mil b/d - S&P Global,S&P Global,https://www.spglobal.com,0.2083,0.0001,0.776
2021-03-24 07:00:00+00:00,Russia Oil Demand Hits Record High in U.S. Amid Rising Tensions - Bloomberg,Bloomberg,https://www.bloomberg.com,0.0006,0.0004,0.9993
2021-03-31 07:00:00+00:00,"Gunvor eyes Russian expansion, sees steady oil price - Reuters.com",Reuters.com,https://www.reuters.com,0.9447,0.0021,0.0025
2021-03-17 07:00:00+00:00,Weak Chinese demand drives rare flow of Russian ESPO oil to U.S. -sources - Reuters.com,Reuters.com,https://www.reuters.com,0.0008,0.0003,0.9993
2021-02-17 08:00:00+00:00,"Russia, Saudi Arabia Vow Continued Coordination In Oil Policy - OilPrice.com",OilPrice.com,https://oilprice.com,0.0032,0.0002,0.9958
2021-02-17 08:00:00+00:00,"Despite Big Penalty For Oil Spill Disaster, Russian Billionaire Vladimir Potanin Breaks Wealth Record - CEOWORLD magazine",CEOWORLD magazine,https://ceoworld.biz,0.683,0.0071,0.0038
2021-01-04 08:00:00+00:00,European Boosts Imports Of Russian Fuel Oil - OilPrice.com,OilPrice.com,https://oilprice.com,0.0005,0.0004,0.9995
2021-02-24 08:00:00+00:00,Russian oil producer's fraud suit fails in London - GAR,GAR,https://globalarbitrationreview.com,0.145,0.0043,0.0616
2021-03-10 08:00:00+00:00,Russia's Lukoil keeps oil and gas output growth in sight - Upstream Online,Upstream Online,https://www.upstreamonline.com,0.9961,0.0004,0.0031
2021-03-10 08:00:00+00:00,"Russia sees risks of non-OPEC oil output surge on higher prices, supply deficit - S&P Global",S&P Global,https://www.spglobal.com,0.0006,0.0004,0.9995
2021-03-29 07:00:00+00:00,Why Russia has so many oil leaks - DW (English),DW (English),https://www.dw.com,0.9954,0.0045,0.0003
2021-03-25 07:00:00+00:00,The Sweetheart Oil Deal Funding Ukraine's Top Pro-Kremlin Politician - OCCRP - OCCRP,OCCRP,https://www.occrp.org,0.0006,0.0004,0.9994
2021-03-18 07:00:00+00:00,PKN ORLEN secures Russian oil supply contract - PetrolPlaza.com,PetrolPlaza.com,https://www.petrolplaza.com,0.9709,0.0026,0.0013
2021-05-02 07:00:00+00:00,Russia Hikes Oil Output in April as Its OPEC+ Quota Rises - Bloomberg,Bloomberg,https://www.bloomberg.com,0.0006,0.0004,0.9995
2021-04-06 07:00:00+00:00,Russian region hit by oil spill at Bashneft field - Upstream Online,Upstream Online,https://www.upstreamonline.com,0.1265,0.0001,0.7494
2021-03-24 07:00:00+00:00,"Russia, an oil giant, goes big on timber - FRANCE 24 English",FRANCE 24 English,https://www.france24.com,0.9959,0.0045,0.0003
2021-02-16 08:00:00+00:00,Russia Oil Output Below OPEC+ Quota Amid Cold Siberian Weather - Bloomberg,Bloomberg,https://www.bloomberg.com,0.0045,0.0001,0.9957
2021-11-17 08:00:00+00:00,"Belarus shuts down Russian oil pipeline to EU, despite Putin's warnings - Yahoo News",Yahoo News,https://news.yahoo.com,0.0006,0.0004,0.9994
2021-03-03 08:00:00+00:00,Russia: higher oil does not mean better outlook for ruble - ING Think,ING Think,https://think.ing.com,0.998,0.0015,0.0006
2021-04-12 07:00:00+00:00,Russia may have passed peak oil output | The Independent Barents Observer - The Independent Barents Observer,The Independent Barents Observer,https://thebarentsobserver.com,0.9385,0.0003,0.0302
2021-04-12 07:00:00+00:00,Vostok Oil project: Rosneft sells out of major producing field in remote Russian region - Upstream Online,Upstream Online,https://www.upstreamonline.com,0.9946,0.0017,0.0007
2021-04-12 12:44:42+00:00,NSA Executive Talk Russia Sunflower Oil Tax and Acreage - WNAX,WNAX,https://wnax.com,0.1725,0.0003,0.447
2021-04-27 07:00:00+00:00,Russian oil firms may stop supplying Belarus refinery over U.S. sanctions - sources - Reuters.com,Reuters.com,https://www.reuters.com,0.0005,0.0005,0.9995
2021-04-27 07:00:00+00:00,"Chart Of The Day: Russian Ruble Pressured By U.S. Sanctions, Oil Outlook - Investing.com",Investing.com,https://www.investing.com,0.0174,0.0001,0.9808
2021-05-06 07:00:00+00:00,Russian Arctic oil races against time | The Independent Barents Observer - The Independent Barents Observer,The Independent Barents Observer,https://thebarentsobserver.com,0.995,0.0005,0.0031
